,Siruta,Localitate,Venituri,Cheltuieli
2929,165899,Solesti,1080150,2633891
2930,165979,Stanilesti,1207424,2657458
2931,166057,Stefan Cel Mare,1078243,2667129
2932,166137,Suletea,1081245,2636584
2933,166182,Tanacu,1208519,2660151
2934,166235,Tacuta,1079338,2669822
2935,166315,Tatarani,1082340,2639277
2936,166413,Todiresti,1209614,2662844
2937,166529,Tutova,1080433,2672515
2938,166636,Valeni,1083435,2641970
2939,166672,Vetrisoaia,1210709,2665537
2940,166707,Viisoara,1081528,2675208
2941,166770,Vinderei,1084530,2644663
2942,166869,Voinesti,1211804,2668230
2943,166985,Vulturesti,1082623,2677901
2944,167035,Vutcani,1085625,2647356
2945,167071,Zapodeni,1212899,2670923
2946,167179,Zorleni,1083718,2680594
2947,167222,Ibanesti,1086720,2650049
2948,167231,Fruntiseni,1213994,2673616
2949,167240,Rafaila,1084813,2683287
2950,167259,Pogonesti,1087815,2652742
2951,167268,Ciocani,1215089,2676309
2952,167277,Cozmesti,1085908,2685980
2953,167286,Dodesti,1088910,2655435
2954,167295,Feresti,1216184,2679002
2955,167302,Muntenii De Sus,1087003,2688673
2956,167311,Pochidia,1090005,2658128
2957,167320,Puscasi,1217279,2681695
2958,167473,Municipiul Ramnicu Valcea,1088098,2691366
2959,167641,Oras Baile Govora,1091100,2660821
2960,167696,Oras Baile Olanesti,1218374,2684388
2961,167794,Oras Brezoi,1089193,2694059
2962,167909,Oras Calimanesti,1092195,2663514
2963,167981,Municipiul Dragasani,1219469,2687081
2964,168041,Oras Horezu,1090288,2696752
2965,168130,Oras Ocnele Mari,1093290,2666207
2966,168229,Alunu,1220564,2689774
2967,168309,Amarasti,1091383,2699445
2968,168372,Oras Babeni,1094385,2668900
2969,168452,Oras Balcesti,1221659,2692467
2970,168559,Barbatesti,1092478,2702138
2971,168602,Oras Berbesti,1095480,2671593
2972,168675,Berislavesti,1222754,2695160
2973,168755,Boisoara,1093573,2704831
2974,168791,Budesti,1096575,2674286
2975,168880,Bujoreni,1223849,2697853
2976,168960,Bunesti,1094668,2707524
2977,169039,Cernisoara,1097670,2676979
2978,169119,Caineni,1224944,2700546
2979,169182,Copaceni,1095763,2710217
2980,169253,Costesti,1098765,2679672
2981,169306,Creteni,1226039,2703239
2982,169351,Daesti,1096858,2712910
2983,169404,Danicei,1099860,2682365
2984,169547,Dragoesti,1227134,2705932
2985,169583,Fauresti,1097953,2715603
2986,169681,Fartatesti,1100955,2685058
2987,169896,Francesti,1228229,2708625
2988,169994,Galicea,1099048,2718296
2989,170097,Ghioroiu,1102050,2687751
2990,170168,Glavile,1229324,2711318
2991,170220,Golesti,1100143,2720989
2992,170346,Gradistea,1103145,2690444
2993,170444,Gusoeni,1230419,2714011
2994,170514,Ionesti,1101238,2723682
2995,170612,Lalosu,1104240,2693137
2996,170685,Ladesti,1231514,2716704
2997,170792,Lapusata,1102333,2726375
2998,170872,Livezi,1105335,2695830
2999,170952,Lungesti,1232609,2719397
3000,171021,Malaia,1103428,2729068
3001,171067,Mateesti,1106430,2698523
3002,171101,Maciuca,1233704,2722090
3003,171209,Madulari,1104523,2731761
3004,171272,Maldaresti,1107525,2701216
3005,171325,Mihaesti,1234799,2724783
3006,171469,Milcoiu,1105618,2734454
3007,171539,Muereasca,1108620,2703909
3008,171628,Nicolae Balcescu,1235894,2727476
3009,171806,Olanu,1106713,2737147
3010,171879,Orlesti,1109715,2706602
3011,171931,Otesani,1236989,2730169
3012,171995,Pausesti,1107808,2739840
3013,172082,Pausesti-Maglasi,1110810,2709295
3014,172153,Perisani,1238084,2732862
3015,172279,Pesceana,1108903,2742533
3016,172340,Pietrari,1111905,2711988
3017,172377,Popesti,1239179,2735555
3018,172457,Prundeni,1109998,2745226
3019,172509,Racovita,1113000,2714681
3020,172581,Roesti,1240274,2738248
3021,172698,Rosiile,1111093,2747919
3022,172812,Runcu,1114095,2717374
3023,172894,Salatrucel,1241369,2740941
3024,172947,Scundu,1112188,2750612
3025,172992,Sinesti,1115190,2720067
3026,173061,Slatioara,1242464,2743634
3027,173132,Stanesti,1113283,2753305
3028,173230,Stoenesti,1116285,2722760
3029,173374,Stoilesti,1243559,2746327
3030,173533,Stroesti,1114378,2755998
3031,173597,Sutesti,1117380,2725453
3032,173686,Sirineasa,1244654,2749020
3033,173748,Stefanesti,1115473,2758691
3034,173793,Susani,1118475,2728146
3035,173855,Tetoiu,1245749,2751713
3036,173935,Tomsani,1116568,2761384
3037,174021,Vaideeni,1119570,2730839
3038,174085,Valea Mare,1246844,2754406
3039,174156,Vladesti,1117663,2764077
3040,174218,Voicesti,1120665,2733532
3041,174254,Voineasa,1247939,2757099
3042,174290,Zatreni,1118758,2766770
3043,174496,Titesti,1121760,2736225
3044,174502,Diculesti,1249034,2759792
3045,174511,Lacusteni,1119853,2769463
3046,174520,Mitrofani,1122855,2738918
3047,174744,Municipiul Focsani,1250129,2762485
3048,174780,Campineanca,1120948,2772156
3049,174824,Golesti,1123950,2741611
3050,174860,Municipiul Adjud,1251224,2765178
3051,174922,Oras Marasesti,1122043,2774849
3052,175019,Oras Odobesti,1125045,2744304
3053,175055,Oras Panciu,1252319,2767871
3054,175126,Andreiasu De Jos,1123138,2777542
3055,175206,Balesti,1126140,2746997
3056,175224,Barsesti,1253414,2770564
3057,175260,Boghesti,1124233,2780235
3058,175368,Bolotesti,1127235,2749690
3059,175439,Bordesti,1254509,2773257
3060,175466,Brosteni,1125328,2782928
3061,175509,Chiojdeni,1128330,2752383
3062,175590,Ciorasti,1255604,2775950
3063,175670,Campuri,1126423,2785621
3064,175732,Carligele,1129425,2755076
3065,175787,Corbita,1256699,2778643
3066,175885,Cotesti,1127518,2788314
3067,175938,Dumbraveni,1130520,2757769
3068,175983,Dumitresti,1257794,2781336
3069,176150,Fitionesti,1128613,2791007
3070,176212,Garoafa,1131615,2760462
3071,176301,Gugesti,1258889,2784029
3072,176338,Gura Calitei,1129708,2793700
3073,176445,Homocea,1132710,2763155
3074,176506,Jaristea,1259984,2786722
3075,176551,Jitia,1130803,2796393
3076,176613,Maicanesti,1133805,2765848
3077,176686,Mera,1261079,2789415
3078,176748,Milcovul,1131898,2799086
3079,176793,Movilita,1134900,2768541
3080,176855,Nanesti,1262174,2792108
3081,176891,Naruja,1132993,2801779
3082,176944,Nereju,1135995,2771234
3083,177003,Nistoresti,1263269,2794801
3084,177101,Paltin,1134088,2804472
3085,177236,Paunesti,1137090,2773927
3086,177263,Poiana Cristei,1264364,2797494
3087,177352,Pufesti,1135183,2807165
3088,177405,Racoasa,1138185,2776620
3089,177469,Reghiu,1265459,2800187
3090,177557,Ruginesti,1136278,2809858
3091,177600,Sihlea,1139280,2779313
3092,177655,Slobozia Bradului,1266554,2802880
3093,177726,Slobozia Ciorasti,1137373,2812551
3094,177762,Soveja,1140375,2782006
3095,177799,Straoane,1267649,2805573
3096,177842,Suraia,1138468,2815244
3097,177879,Tanasoaia,1141470,2784699
3098,177986,Tataranu,1268744,2808266
3099,178046,Tamboesti,1139563,2817937
3100,178117,Tulnici,1142565,2787392
3101,178180,Tifesti,1269839,2810959
3102,178279,Urechesti,1140658,2820630
3103,178313,Valea Sarii,1143660,2790085
3104,178377,Vidra,1270934,2813652
3105,178475,Vintileasca,1141753,2823323
3106,178545,Vizantea-Livezi,1144755,2792778
3107,178607,Vanatori,1272029,2816345
3108,178689,Vartescoiu,1142848,2826016
3109,178750,Vrancioaia,1145850,2795471
3110,178821,Vulturu,1273124,2819038
3111,178885,Negrilesti,1143943,2828709
3112,178894,Ploscuteni,1146945,2798164
3113,178901,Popesti,1274219,2821731
3114,178910,Paulesti,1145038,2831402
3115,178929,Biliesti,1148040,2800857
3116,178938,Gologanu,1275314,2824424
3117,178947,Obrejita,1146133,2834095
3118,178956,Rastoaca,1149135,2803550
3119,178965,Spulber,1276409,2827117
3120,179132,Municipiul Bucuresti,1147228,2836788
3121,179221,Oras Bragadiru,1150230,2806243
3122,179249,Chiajna,1277504,2829810
3123,179285,Oras Chitila,1148323,2839481
3124,179310,Dobroesti,1151325,2808936
3125,179347,Glina,1278599,2832503
3126,179383,Jilava,1149418,2842174
3127,179409,Oras Magurele,1152420,2811629
3128,179463,Mogosoaia,1279694,2835196
3129,179481,Oras Otopeni,1150513,2844867
3130,179515,Oras Pantelimon,1153515,2814322
3131,179533,Oras Popesti Leordeni,1280789,2837889
3132,179551,Oras Voluntari,1151608,2847560
3133,179588,Copaceni,1154610,2817015
3134,179604,Poienile Izei,1281884,2840582
3135,179613,Sieu,1152703,2850253
3136,179622,Grosii Tiblesului,1155705,2819708
3137,179631,Treznea,1282979,2843275
3138,179640,Vulcana-Pandele,1153798,2852946
3139,179659,Negrilesti,1156800,2822401
3140,179677,Camin,1284074,2845968
3141,179686,Dumitrita,1154893,2855639
3142,179695,Simisna,1157895,2825094
3143,179702,Traian,1285169,2848661
3144,179711,Vladeni,1155988,2858332
3145,179720,Poiana Ilvei,1158990,2827787
3146,179739,Malu,1286264,2851354
3147,179748,Cosoba,1157083,2861025
3148,179757,Herasti,1160085,2830480
3149,179766,Isvoarele,1287359,2854047
3150,179775,Sabareni,1158178,2863718
3151,179784,Boranesti,1161180,2833173
3152,179793,Buesti,1288454,2856740
3153,179800,Maia,1159273,2866411
3154,179819,Ograda,1162275,2835866
3155,179828,Rosiori,1289549,2859433
3156,179837,Coas,1160368,2869104
3157,179846,Coltau,1163370,2838559
3158,179855,Gardani,1290644,2862126
3159,179864,Oncesti,1161463,2871797
3160,179873,Agris,1164465,2841252
3161,179882,Ciumesti,1291739,2864819
3162,179891,Raciu,1162558,2874490
3163,179908,Pietrari,1165560,2843945
3164,179917,Rau Alb,1292834,2867512
3165,179926,Rascaeti,1163653,2877183
3166,179935,Persinari,1166655,2846638
3167,179944,Runcu Salvei,1293929,2870205
3168,179953,Ciceu- Mihaiesti,1164748,2879876
3169,179962,Galbinasi,1167750,2849331
3170,179971,Colelia,1295024,2872898
3171,179980,Marculesti,1165843,2882569
3172,179999,Moldoveni,1168845,2852024
3173,180000,Platonesti,1296119,2875591
3174,180019,Sarateni,1166938,2885262
3175,180028,Porumbesti,1169940,2854717
3176,180037,Boghis,1297214,2878284
3177,180046,Gura Ialomitei,1168033,2887955
3178,180055,Crivat,1171035,2857410
3179,180064,Barbulesti,1298309,2880977
3180,180091,Racsa,1169128,2890648
