Siruta,Localitate,V1,V2,V3,V4,V5,C1,C2,C3,C4,C5,C6,C7,C8
23350,Luizi-Calugara,10200,100164,9450,304,30600,106959,34893,10225,686,24931,703,35332,97025
23387,Magiresti,11064,102841,8910,305,31342,103405,29692,11763,687,20400,704,20196,93362
23449,Manastirea Casin,139629,101146,9313,306,33783,103000,32650,14182,688,38982,705,20677,92892
23494,Motoseni,10300,101146,9460,307,30900,107959,35182,10325,689,25131,706,35530,97925
23644,Negri,11164,103823,8920,308,31642,104405,29981,11863,690,20600,707,20394,94262
23715,Nicolae Balcescu,139729,102128,9323,309,34083,104000,32939,14282,691,39182,708,20875,93792
23797,Oituz,10400,102128,9470,310,31200,108959,35471,10425,692,25331,709,35728,98825
23868,Oncesti,11264,104805,8930,311,31942,105405,30270,11963,693,20800,710,20592,95162
23948,Orbeni,139829,103110,9333,312,34383,105000,33228,14382,694,39382,711,21073,94692
23975,Palanca,10500,103110,9480,313,31500,109959,35760,10525,695,25531,712,35926,99725
24034,Parava,11364,105787,8940,314,32242,106405,30559,12063,696,21000,713,20790,96062
24089,Parincea,139929,104092,9343,315,34683,106000,33517,14482,697,39582,714,21271,95592
24187,Pancesti,10600,104092,9490,316,31800,110959,36049,10625,698,25731,715,36124,100625
24276,Pargaresti,11464,106769,8950,317,32542,107405,30848,12163,699,21200,716,20988,96962
24338,Parjol,140029,105074,9353,318,34983,107000,33806,14582,700,39782,717,21469,96492
24427,Plopana,10700,105074,9500,319,32100,111959,36338,10725,701,25931,718,36322,101525
24524,Podu Turcului,11564,107751,8960,320,32842,108405,31137,12263,702,21400,719,21186,97862
24631,Poduri,140129,106056,9363,321,35283,108000,34095,14682,703,39982,720,21667,97392
24711,Racova,10800,106056,9510,322,32400,112959,36627,10825,704,26131,721,36520,102425
24766,Racaciuni,11664,108733,8970,323,33142,109405,31426,12363,705,21600,722,21384,98762
24837,Rachitoasa,140229,107038,9373,324,35583,109000,34384,14782,706,40182,723,21865,98292
24999,Rosiori,10900,107038,9520,325,32700,113959,36916,10925,707,26331,724,36718,103325
25068,Sascut,11764,109715,8980,326,33442,110405,31715,12463,708,21800,725,21582,99662
25148,Sanduleni,140329,108020,9383,327,35883,110000,34673,14882,709,40382,726,22063,99192
25228,Saucesti,11000,108020,9530,328,33000,114959,37205,11025,710,26531,727,36916,104225
25291,Scorteni,11864,110697,8990,329,33742,111405,32004,12563,711,22000,728,21780,100562
25362,Secuieni,140429,109002,9393,330,36183,111000,34962,14982,712,40582,729,22261,100092
25488,Solont,11100,109002,9540,331,33300,115959,37494,11125,713,26731,730,37114,105125
25521,Stanisesti,11964,111679,9000,332,34042,112405,32293,12663,714,22200,731,21978,101462
25629,Strugari,140529,109984,9403,333,36483,112000,35251,15082,715,40782,732,22459,100992
25692,Tamasi,11200,109984,9550,334,33600,116959,37783,11225,716,26931,733,37312,106025
25745,Tatarasti,12064,112661,9010,335,34342,113405,32582,12763,717,22400,734,22176,102362
25825,Targu Trotus,140629,110966,9413,336,36783,113000,35540,15182,718,40982,735,22657,101892
25861,Traian,11300,110966,9560,337,33900,117959,38072,11325,719,27131,736,37510,106925
25932,Ungureni,12164,113643,9020,338,34642,114405,32871,12863,720,22600,737,22374,103262
26029,Urechesti,140729,111948,9423,339,37083,114000,35829,15282,721,41182,738,22855,102792
26083,Valea Seaca,11400,111948,9570,340,34200,118959,38361,11425,722,27331,739,37708,107825
26118,Vultureni,12264,114625,9030,341,34942,115405,33160,12963,723,22800,740,22572,104162
26289,Zemes,140829,112930,9433,342,37383,115000,36118,15382,724,41382,741,23053,103692
26320,Sarata,11500,112930,9580,343,34500,119959,38650,11525,725,27531,742,37906,108725
26338,Buciumi,12364,115607,9040,344,35242,116405,33449,13063,726,23000,743,22770,105062
26346,Gioseni,140929,113912,9443,345,37683,116000,36407,15482,727,41582,744,23251,104592
26353,Odobesti,11600,113912,9590,346,34800,120959,38939,11625,728,27731,745,38104,109625
26361,Prajesti,12464,116589,9050,347,35542,117405,33738,13163,729,23200,746,22968,105962
26379,Itesti,141029,114894,9453,348,37983,117000,36696,15582,730,41782,747,23449,105492
26564,Municipiul Oradea,11700,114894,9600,349,35100,121959,39228,11725,731,27931,748,38302,110525
26582,Sanmartin,12564,117571,9060,350,35842,118405,34027,13263,732,23400,749,23166,106862
26653,Santandrei,141129,115876,9463,351,38283,118000,36985,15682,733,41982,750,23647,106392
26699,Oras Alesd,11800,115876,9610,352,35400,122959,39517,11825,734,28131,751,38500,111425
26742,Astileu,12664,118553,9070,353,36142,119405,34316,13363,735,23600,752,23364,107762
26804,Municipiul Beius,141229,116858,9473,354,38583,119000,37274,15782,736,42182,753,23845,107292
26840,Oras Stei,11900,116858,9620,355,35700,123959,39806,11925,737,28331,754,38698,112325
26877,Municipiul Marghita,12764,119535,9080,356,36442,120405,34605,13463,738,23800,755,23562,108662
26920,Oras Nucet,141329,117840,9483,357,38883,120000,37563,15882,739,42382,756,24043,108192
26975,Municipiul Salonta,12000,117840,9630,358,36000,124959,40095,12025,740,28531,757,38896,113225
27007,Oras Vascau,12864,120517,9090,359,36742,121405,34894,13563,741,24000,758,23760,109562
27070,Abram,141429,118822,9493,360,39183,121000,37852,15982,742,42582,759,24241,109092
27169,Abramut,12100,118822,9640,361,36300,125959,40384,12125,743,28731,760,39094,114125
27212,Auseu,12964,121499,9100,362,37042,122405,35183,13663,744,24200,761,23958,110462
27285,Avram Iancu,141529,119804,9503,363,39483,122000,38141,16082,745,42782,762,24439,109992
27329,Balc,12200,119804,9650,364,36600,126959,40673,12225,746,28931,763,39292,115025
27383,Batar,13064,122481,9110,365,37342,123405,35472,13763,747,24400,764,24156,111362
27436,Biharia,141629,120786,9513,366,39783,123000,38430,16182,748,42982,765,24637,110892
27506,Boianu Mare,12300,120786,9660,367,36900,127959,40962,12325,749,29131,766,39490,115925
27560,Borod,13164,123463,9120,368,37642,124405,35761,13863,750,24600,767,24354,112262
27631,Bors,141729,121768,9523,369,40083,124000,38719,16282,751,43182,768,24835,111792
27686,Bratca,12400,121768,9670,370,37200,128959,41251,12425,752,29331,769,39688,116825
27757,Brusturi,13264,124445,9130,371,37942,125405,36050,13963,753,24800,770,24552,113162
27846,Budureasa,141829,122750,9533,372,40383,125000,39008,16382,754,43382,771,25033,112692
27908,Buduslau,12500,122750,9680,373,37500,129959,41540,12525,755,29531,772,39886,117725
27935,Bulz,13364,125427,9140,374,38242,126405,36339,14063,756,25000,773,24750,114062
27971,Buntesti,141929,123732,9543,375,40683,126000,39297,16482,757,43582,774,25231,113592
28077,Cabesti,12600,123732,9690,376,37800,130959,41829,12625,758,29731,775,40084,118625
28139,Capalna,13464,126409,9150,377,38542,127405,36628,14163,759,25200,776,24948,114962
28193,Carpinet,142029,124714,9553,378,40983,127000,39586,16582,760,43782,777,25429,114492
28246,Cefa,12700,124714,9700,379,38100,131959,42118,12725,761,29931,778,40282,119525
28335,Ceica,13564,127391,9160,380,38842,128405,36917,14263,762,25400,779,25146,115862
28415,Cetariu,142129,125696,9563,381,41283,128000,39875,16682,763,43982,780,25627,115392
28497,Cherechiu,12800,125696,9710,382,38400,132959,42407,12825,764,30131,781,40480,120425
28530,Chislaz,13664,128373,9170,383,39142,129405,37206,14363,765,25600,782,25344,116762
28610,Ciuhoi,142229,126678,9573,384,41583,129000,40164,16782,766,44182,783,25825,116292
28665,Ciumeghiu,12900,126678,9720,385,38700,133959,42696,12925,767,30331,784,40678,121325
28709,Campani,13764,129355,9180,386,39442,130405,37495,14463,768,25800,785,25542,117662
28763,Cociuba Mare,142329,127660,9583,387,41883,130000,40453,16882,769,44382,786,26023,117192
28816,Copacel,13000,127660,9730,388,39000,134959,42985,13025,770,30531,787,40876,122225
28889,Cristioru De Jos,13864,130337,9190,389,39742,131405,37784,14563,771,26000,788,25740,118562
28941,Curatele,142429,128642,9593,390,42183,131000,40742,16982,772,44582,789,26221,118092
29001,Curtuiseni,13100,128642,9740,391,39300,135959,43274,13125,773,30731,790,41074,123125
29038,Derna,13964,131319,9200,392,40042,132405,38073,14663,774,26200,791,25938,119462
29092,Diosig,142529,129624,9603,393,42483,132000,41031,17082,775,44782,792,26419,118992
29154,Dobresti,13200,129624,9750,394,39600,136959,43563,13225,776,30931,793,41272,124025
29243,Draganesti,14064,132301,9210,395,40342,133405,38362,14763,777,26400,794,26136,120362
29341,Dragesti,142629,130606,9613,396,42783,133000,41320,17182,778,44982,795,26617,119892
29403,Finis,13300,130606,9760,397,39900,137959,43852,13325,779,31131,796,41470,124925
29467,Girisu De Cris,14164,133283,9220,398,40642,134405,38651,14863,780,26600,797,26334,121262
29519,Hidiselu De Sus,142729,131588,9623,399,43083,134000,41609,17282,781,45182,798,26815,120792
29573,Holod,13400,131588,9770,400,40200,138959,44141,13425,782,31331,799,41668,125825
29662,Husasau De Tinca,14264,134265,9230,401,40942,135405,38940,14963,783,26800,800,26532,122162
29724,Ineu,142829,132570,9633,402,43383,135000,41898,17382,784,45382,801,27013,121692
29760,Lazuri De Beius,13500,132570,9780,403,40500,139959,44430,13525,785,31531,802,41866,126725
29813,Lazareni,14364,135247,9240,404,41242,136405,39229,15063,786,27000,803,26730,123062
29902,Lugasu De Jos,142929,133552,9643,405,43683,136000,42187,17482,787,45582,804,27211,122592
29948,Lunca,13600,133552,9790,406,40800,140959,44719,13625,788,31731,805,42064,127625
30014,Madaras,14464,136229,9250,407,41542,137405,39518,15163,789,27200,806,26928,123962
30069,Magesti,143029,134534,9653,408,43983,137000,42476,17582,790,45782,807,27409,123492
30149,Nojorid,13700,134534,9800,409,41100,141959,45008,13725,791,31931,808,42262,128525
30229,Olcea,14564,137211,9260,410,41842,138405,39807,15263,792,27400,809,27126,124862
30274,Osorhei,143129,135516,9663,411,44283,138000,42765,17682,793,45982,810,27607,124392
30336,Pietroasa,13800,135516,9810,412,41400,142959,45297,13825,794,32131,811,42460,129425
30416,Pocola,14664,138193,9270,413,42142,139405,40096,15363,795,27600,812,27324,125762
30470,Pomezeu,143229,136498,9673,414,44583,139000,43054,17782,796,46182,813,27805,125292
30568,Popesti,13900,136498,9820,415,41700,143959,45586,13925,797,32331,814,42658,130325
30648,Rabagani,14764,139175,9280,416,42442,140405,40385,15463,798,27800,815,27522,126662
30719,Remetea,143329,137480,9683,417,44883,140000,43343,17882,799,46382,816,28003,126192
30773,Rieni,14000,137480,9830,418,42000,144959,45875,14025,800,32531,817,42856,131225
30844,Rosia,14864,140157,9290,419,42742,141405,40674,15563,801,28000,818,27720,127562
30871,Sacadat,143429,138462,9693,420,45183,141000,43632,17982,802,46582,819,28201,127092
30915,Oras Sacueni,14100,138462,9840,421,42300,145959,46164,14125,803,32731,820,43054,132125
30988,Salacea,14964,141139,9300,422,43042,142405,40963,15663,804,28200,821,27918,128462
31011,Salard,143529,139444,9703,423,45483,142000,43921,18082,805,46782,822,28399,127992
31057,Sambata,14200,139444,9850,424,42600,146959,46453,14225,806,32931,823,43252,133025
31128,Sarbi,15064,142121,9310,425,43342,143405,41252,15763,807,28400,824,28116,129362
31208,Spinus,143629,140426,9713,426,45783,143000,44210,18182,808,46982,825,28597,128892
31262,Suplacu De Barcau,14300,140426,9860,427,42900,147959,46742,14325,809,33131,826,43450,133925
31333,Simian,15164,143103,9320,428,43642,144405,41541,15863,810,28600,827,28314,130262
31379,Sinteu,143729,141408,9723,429,46083,144000,44499,18282,811,47182,828,28795,129792
31422,Soimi,14400,141408,9870,430,43200,148959,47031,14425,812,33331,829,43648,134825
31510,Suncuius,15264,144085,9330,431,43942,145405,41830,15963,813,28800,830,28512,131162
31565,Tarcea,143829,142390,9733,432,46383,145000,44788,18382,814,47382,831,28993,130692
31609,Tarcaia,14500,142390,9880,433,43500,149959,47320,14525,815,33531,832,43846,135725
31654,Tauteu,15364,145067,9340,434,44242,146405,42119,16063,816,29000,833,28710,132062
31716,Tileagd,143929,143372,9743,435,46683,146000,45077,18482,817,47582,834,29191,131592
31789,Tinca,14600,143372,9890,436,43800,150959,47609,14625,818,33731,835,44044,136625
31841,Tulca,15464,146049,9350,437,44542,147405,42408,16163,819,29200,836,28908,132962
31878,Tetchea,144029,144354,9753,438,46983,147000,45366,18582,820,47782,837,29389,132492
31921,Uileacu De Beius,14700,144354,9900,439,44100,151959,47898,14725,821,33931,838,44242,137525
31976,Vadu Crisului,15564,147031,9360,440,44842,148405,42697,16263,822,29400,839,29106,133862
32027,Oras Valea Lui Mihai,144129,145336,9763,441,47283,148000,45655,18682,823,47982,840,29587,133392
32045,Viisoara,14800,145336,9910,442,44400,152959,48187,14825,824,34131,841,44440,138425
32090,Varciorog,15664,148013,9370,443,45142,149405,42986,16363,825,29600,842,29304,134762
32153,Tamaseu,144229,146318,9773,444,47583,149000,45944,18782,826,48182,843,29785,134292
32161,Paleu,14900,146318,9920,445,44700,153959,48476,14925,827,34331,844,44638,139325
32179,Sannicolau Roman,15764,148995,9380,446,45442,150405,43275,16463,828,29800,845,29502,135662
32187,Rosiori,144329,147300,9783,447,47883,150000,46233,18882,829,48382,846,29983,135192
32195,Gepiu,15000,147300,9930,448,45000,154959,48765,15025,830,34531,847,44836,140225
32201,Toboliu,15864,149977,9390,449,45742,151405,43564,16563,831,30000,848,29700,136562
32394,Municipiul Bistrita,144429,148282,9793,450,48183,151000,46522,18982,832,48582,849,30181,136092
32483,Oras Beclean,15100,148282,9940,451,45300,155959,49054,15125,833,34731,850,45034,141125
32544,Oras Nasaud,15964,150959,9400,452,46042,152405,43853,16663,834,30200,851,29898,137462
32599,Oras Sangeorz-Bai,144529,149264,9803,453,48483,152000,46811,19082,835,48782,852,30379,136992
32633,Bistrita Bargaului,15200,149264,9950,454,45600,156959,49343,15225,836,34931,853,45232,142025
32660,Branistea,16064,151941,9410,455,46342,153405,44142,16763,837,30400,854,30096,138362
32704,Budacu De Jos,144629,150246,9813,456,48783,153000,47100,19182,838,48982,855,30577,137892
32768,Budesti,15300,150246,9960,457,45900,157959,49632,15325,839,35131,856,45430,142925
32811,Caianu Mic,16164,152923,9420,458,46642,154405,44431,16863,840,30600,857,30294,139262
32884,Cetate,144729,151228,9823,459,49083,154000,47389,19282,841,49182,858,30775,138792
32955,Ciceu-Giurgesti,15400,151228,9970,460,46200,158959,49921,15425,842,35331,859,45628,143825
33015,Chiochis,16264,153905,9430,461,46942,155405,44720,16963,843,30800,860,30492,140162
33122,Chiuza,144829,152210,9833,462,49383,155000,47678,19382,844,49382,861,30973,139692
33177,Cosbuc,15500,152210,9980,463,46500,159959,50210,15525,845,35531,862,45826,144725
33202,Dumitra,16364,154887,9440,464,47242,156405,45009,17063,846,31000,863,30690,141062
33248,Feldru,144929,153192,9843,465,49683,156000,47967,19482,847,49582,864,31171,140592
33275,Galatii Bistritei,15600,153192,9990,466,46800,160959,50499,15625,848,35731,865,46024,145625
33337,Ilva Mare,16464,155869,9450,467,47542,157405,45298,17163,849,31200,866,30888,141962
33364,Ilva Mica,145029,154174,9853,468,49983,157000,48256,19582,850,49782,867,31369,141492
33382,Josenii Bargaului,15700,154174,10000,469,47100,161959,50788,15725,851,35931,868,46222,146525
33435,Lechinta,16564,156851,9460,470,47842,158405,45587,17263,852,31400,869,31086,142862
33514,Lesu,145129,155156,9863,471,50283,158000,48545,19682,853,49982,870,31567,142392
33541,Livezile,15800,155156,10010,472,47400,162959,51077,15825,854,36131,871,46420,147425
33603,Lunca Ilvei,16664,157833,9470,473,48142,159405,45876,17363,855,31600,872,31284,143762
33621,Maieru,145229,156138,9873,474,50583,159000,48834,19782,856,50182,873,31765,143292
33658,Matei,15900,156138,10020,475,47700,163959,51366,15925,857,36331,874,46618,148325
33729,Magura Ilvei,16764,158815,9480,476,48442,160405,46165,17463,858,31800,875,31482,144662
33765,Mariselu,145329,157120,9883,477,50883,160000,49123,19882,859,50382,876,31963,144192
33845,Micestii De Campie,16000,157120,10030,478,48000,164959,51655,16025,860,36531,877,46816,149225
33881,Milas,16864,159797,9490,479,48742,161405,46454,17563,861,32000,878,31680,145562
33952,Monor,145429,158102,9893,480,51183,161000,49412,19982,862,50582,879,32161,145092
33989,Nimigea,16100,158102,10040,481,48300,165959,51944,16125,863,36731,880,47014,150125
34075,Nuseni,16964,160779,9500,482,49042,162405,46743,17663,864,32200,881,31878,146462
34155,Parva,145529,159084,9903,483,51483,162000,49701,20082,865,50782,882,32359,145992
34173,Petru Rares,16200,159084,10050,484,48600,166959,52233,16225,866,36931,883,47212,151025
34235,Prundu Bargaului,17064,161761,9510,485,49342,163405,47032,17763,867,32400,884,32076,147362
34262,Rebra,145629,160066,9913,486,51783,163000,49990,20182,868,50982,885,32557,146892
34280,Rebrisoara,16300,160066,10060,487,48900,167959,52522,16325,869,37131,886,47410,151925
34333,Rodna,17164,162743,9520,488,49642,164405,47321,17863,870,32600,887,32274,148262
34360,Romuli,145729,161048,9923,489,52083,164000,50279,20282,871,51182,888,32755,147792
34397,Salva,16400,161048,10070,490,49200,168959,52811,16425,872,37331,889,47608,152825
34422,Silivasu De Campie,17264,163725,9530,491,49942,165405,47610,17963,873,32800,890,32472,149162
34477,Sanmihaiu De Campie,145829,162030,9933,492,52383,165000,50568,20382,874,51382,891,32953,148692
34547,Spermezeu,16500,162030,10080,493,49500,169959,53100,16525,875,37531,892,47806,153725
34618,Sant,17364,164707,9540,494,50242,166405,47899,18063,876,33000,893,32670,150062
34645,Sieu,145929,163012,9943,495,52683,166000,50857,20482,877,51582,894,33151,149592
34690,Sieu-Magherus,16600,163012,10090,496,49800,170959,53389,16625,878,37731,895,48004,154625
34770,Sieu-Odorhei,17464,165689,9550,497,50542,167405,48188,18163,879,33200,896,32868,150962
34850,Sieut,146029,163994,9953,498,52983,167000,51146,20582,880,51782,897,33349,150492
34903,Sintereag,16700,163994,10100,499,50100,171959,53678,16725,881,37931,898,48202,155525
34985,Teaca,17564,166671,9560,500,50842,168405,48477,18263,882,33400,899,33066,151862
35054,Telciu,146129,164976,9963,501,53283,168000,51435,20682,883,51982,900,33547,151392
35090,Tiha Bargaului,16800,164976,10110,502,50400,172959,53967,16825,884,38131,901,48400,156425
35152,Tarlisua,17664,167653,9570,503,51142,169405,48766,18363,885,33600,902,33264,152762
35269,Uriu,146229,165958,9973,504,53583,169000,51724,20782,886,52182,903,33745,152292
35312,Urmenis,16900,165958,10120,505,50700,173959,54256,16925,887,38331,904,48598,157325
35429,Zagra,17764,168635,9580,506,51442,170405,49055,18463,888,33800,905,33462,153662
35731,Municipiul Botosani,146329,166940,9983,507,53883,170000,52013,20882,889,52382,906,33943,153192
35759,Curtesti,17000,166940,10130,508,51000,174959,54545,17025,890,38531,907,48796,158225
35839,Rachiti,17864,169617,9590,509,51742,171405,49344,18563,891,34000,908,33660,154562
35884,Stauceni,146429,167922,9993,510,54183,171000,52302,20982,892,52582,909,34141,154092
35946,Oras Darabani,17100,167922,10140,511,51300,175959,54834,17125,893,38731,910,48994,159125
36006,Municipiul Dorohoi,17964,170599,9600,512,52042,172405,49633,18663,894,34200,911,33858,155462
36060,Oras Saveni,146529,168904,10003,513,54483,172000,52591,21082,895,52782,912,34339,154992
36131,Albesti,17200,168904,10150,514,51600,176959,55123,17225,896,38931,913,49192,160025
36202,Avrameni,18064,171581,9610,515,52342,173405,49922,18763,897,34400,914,34056,156362
36300,Baluseni,146629,169886,10013,516,54783,173000,52880,21182,898,52982,915,34537,155892
36373,Braesti,17300,169886,10160,517,51900,177959,55412,17325,899,39131,916,49390,160925
36426,Broscauti,18164,172563,9620,518,52642,174405,50211,18863,900,34600,917,34254,157262
36453,Oras Bucecea,146729,170868,10023,519,55083,174000,53169,21282,901,53182,918,34735,156792
